,4.6.3_rbf_matern32_sin_lin_sin_lfbgs_0_0,4.6.3_rbf_matern32_sin_lin_sin_lfbgs_1_0,4.6.3_rbf_matern32_sin_lin_sin_lfbgs_2_0,4.6.3_rbf_matern32_sin_lin_sin_lfbgs_3_0,4.6.3_rbf_matern32_sin_lin_sin_lfbgs_4_0
       [ 1.93982862e-01],
       [ 1.42235828e-02],
       [-3.08931496e-01],
       [-2.30633634e-01],
       [-5.84521980e-01],
       [ 2.90027904e-01],
       [-3.62947608e-01],
       [-4.72399836e-01],
       [ 3.54459606e-01],
       [-1.30801679e-01],
       [ 7.48587753e-01],
       [ 3.92028927e-01],
       [ 9.08072909e-02],
       [ 6.31903026e-01],
       [-1.31539503e-03],
       [-1.05869562e-01],
       [-1.28390661e-01],
       [-4.48048747e-01],
       [ 2.93423878e-01],
       [ 5.72180042e-01],
       [-2.23564726e-01],
       [-4.90177305e-01],
       [-6.86811539e-02],
       [-5.57522091e-01],
       [ 5.72499145e-01],
       [ 3.32788950e-01],
       [ 6.40317641e-01],
       [ 2.05691996e-02],
       [ 7.86615380e-03],
       [-2.48425779e-01],
       [ 3.69825107e-02],
       [-3.62337485e-01],
       [ 3.82653328e-01],
       [ 2.61565468e-01],
       [ 1.23740874e-01],
       [-2.74386267e-02],
       [-5.09009536e-01],
       [ 1.06467208e-01],
       [ 7.14747262e-01],
       [-8.86647013e-03],
       [-4.15903530e-01],
       [-9.94957785e-02],
       [ 6.68998959e-02],
       [ 2.68919211e-01],
       [-1.82501216e-01],
       [ 1.37816972e-01],
       [ 1.13288609e-01],
       [ 2.19633684e-01],
       [ 5.33982165e-01],
       [ 2.34668165e-02],
       [ 3.59686416e-01],
       [-4.49693568e-01],
       [ 2.95774390e-02],
       [-2.90605355e-01],
       [ 4.59697306e-01],
       [-5.00916457e-01],
       [ 6.81174523e-01],
       [ 2.58197029e-01],
       [-1.11253061e-01],
       [ 1.66195600e-01],
       [ 2.04597942e-01],
       [ 5.43964105e-01],
       [ 5.63260089e-01],
       [ 2.96715149e-01],
       [-2.96922394e-01],
       [-2.56140526e-01],
       [-1.26615737e-02],
       [ 4.02394637e-03],
       [-2.75348834e-02],
       [-6.66672339e-02],
       [-7.91425904e-01],
       [-3.59892709e-01],
       [ 9.74072069e-02],
       [ 2.11210616e-01],
       [-8.67043330e-02],
       [ 8.45672124e-02],
       [ 5.80022425e-02],
       [-2.86776867e-01],
       [-2.12476114e-01],
       [ 9.27906308e-02],
       [-6.54493959e-01],
       [ 1.95059934e-01],
       [-5.85029296e-01],
       [ 2.83974192e-01],
       [-1.69160422e-01],
       [ 2.96599366e-01],
       [-1.07430707e-01],
       [ 6.73199594e-02],
       [-2.98047993e-01],
       [-1.13722454e-01],
       [-6.73697106e-01],
       [ 5.90567286e-01],
       [-3.09656789e-01],
       [-3.01552401e-02],
       [ 5.41059105e-02],
       [-4.95409239e-02],
       [ 2.16601583e-01],
       [ 1.15424998e-01],
       [-3.99732871e-01],
       [ 2.94466164e-01],
       [ 1.54842955e-01],
       [ 5.95605101e-01],
       [ 1.14107264e-01],
       [ 1.92237548e-01],
       [ 4.63369251e-01],
       [-3.87368845e-01],
       [ 3.89578130e-01],
       [-7.51519267e-01],
       [ 5.64841888e-01],
       [ 2.92716342e-01],
       [-1.76586175e-01],
       [ 1.91996232e-02],
       [-5.32149715e-01],
       [-2.44004657e-01],
       [-6.88182134e-02],
       [ 7.74932052e-02],
       [-5.72591610e-01],
       [-2.30783758e-01],
       [ 1.36171624e-01],
       [ 2.64270519e-01],
       [-6.15805411e-02],
       [-2.22734946e-01],
       [-3.26156931e-01],
       [-5.24541678e-01],
       [ 7.98087160e-02],
       [-7.97129152e-02],
       [ 2.57413437e-01],
       [ 4.84634697e-02],
       [-4.51678403e-01],
       [ 8.16146276e-02],
       [ 1.11779563e-02],
       [-7.59395328e-02],
       [ 3.46725402e-01],
       [-1.01731619e-01],
       [-6.45997515e-01],
       [ 1.62737501e-01],
       [-4.16047131e-01],
       [ 2.32646086e-01],
       [ 4.36773975e-01],
       [-9.68965575e-03],
       [ 1.31546543e-02],
       [ 4.02283451e-01],
       [ 4.55793853e-02],
       [-6.00534113e-03],
       [ 6.66856720e-01],
       [ 6.57887151e-02],
       [ 3.80477619e-01],
       [-4.93177442e-01],
       [-2.64176245e-02],
       [ 2.41589870e-01],
       [-2.69821796e-01],
       [ 5.15513221e-01],
       [ 1.13238560e-01],
       [-3.23537378e-01],
       [ 5.79839477e-01],
       [ 4.88189409e-01],
       [ 9.76676160e-02],
       [-1.41747049e-01],
       [-1.51731503e-01],
       [ 2.22805012e-01],
       [-6.77595296e-02],
       [-5.13591090e-01],
       [-1.60761380e-02],
       [-3.49348351e-01],
       [-6.45403283e-04],
       [-3.92194683e-01],
       [ 5.50662915e-03],
       [ 6.84185019e-02],
       [-3.00508277e-02],
       [ 2.09719605e-01],
       [ 1.36561572e-02],
       [-1.99751558e-01],
       [-2.40269508e-01],
       [-4.99245646e-02],
       [-2.78407228e-01],
       [ 5.22824388e-01],
       [ 5.92559037e-01],
       [ 2.90622789e-01],
       [ 1.64915165e-01],
       [ 1.73732619e-01],
       [-3.94161327e-01],
       [-3.84097553e-01],
       [ 1.33044772e-01],
       [ 1.88127389e-01],
       [ 5.19891058e-01],
       [-7.74565283e-02],
       [ 3.72774047e-01],
       [ 1.35978689e-01],
       [-3.59345454e-01],
       [ 7.38344069e-02],
       [ 3.87764455e-02],
       [-2.22562483e-03],
       [-2.78559688e-01],
       [ 7.00686874e-02],
       [ 3.69274425e-02],
       [ 7.47037685e-02],
       [ 9.82772946e-02],
       [-2.86161492e-01],
       [ 2.77578974e-01],
       [-9.45596192e-02],
       [-2.37544654e-03],
       [ 5.37920260e-01],
       [-1.11346471e-01],
       [-7.16105135e-04],
       [-5.72667780e-01],
       [-1.85011668e-01],
       [-9.78602952e-03],
       [-2.14518839e-02],
       [-9.76059628e-03],
       [ 1.57535016e-01],
       [-4.97263663e-01],
       [-2.91255243e-01],
       [-1.59399772e-01],
       [ 2.59291349e-01],
       [ 7.51835334e-01],
       [ 1.53217968e-01],
       [ 2.50794267e-01],
       [-1.77272726e-01],
       [-1.81724178e-02],
       [ 1.09367088e-01],
       [-3.09408953e-01],
       [ 1.59517011e-02],
       [-2.62656243e-02],
       [ 1.59810711e-01],
       [ 4.13932718e-03],
       [ 2.26429393e-01],
       [-2.21608033e-01],
       [-3.46437012e-01],
       [-2.46451768e-01],
       [-8.74305304e-01],
       [ 3.52920594e-03],
       [-6.07747850e-02],
       [-3.36119540e-01],
       [ 1.74843202e-01],
       [ 6.29879724e-01],
       [-8.56774459e-02],
       [-2.71446234e-01],
       [ 7.61892711e-03],
       [-5.44522644e-03],
       [ 1.93577839e-01],
       [-1.96716820e-01],
       [ 4.74402401e-01],
       [ 2.76271269e-01],
       [ 1.87665270e-01],
       [-2.20185093e-01],
       [-2.85506351e-01],
       [-5.71616982e-02],
       [-1.74964367e-02],
       [-8.27264447e-01],
       [ 6.19942006e-03],
       [-1.45016024e-02],
       [-1.92121054e-01],
       [-5.08376062e-01],
       [-1.20089676e-01],
       [ 6.97379850e-02],
       [-7.83290013e-02],
       [ 2.66412843e-03],
       [-1.20970948e-02],
       [ 2.55993203e-01],
       [-4.36682116e-01],
       [-2.35670041e-01],
       [ 5.77333798e-01],
       [-1.97863136e-02],
       [ 4.72100321e-01],
       [ 2.45265988e-01],
       [ 2.47471496e-02],
       [ 2.53879330e-01],
       [-2.10259406e-01],
       [-6.52895242e-02],
       [-5.22080777e-01],
       [-8.00491065e-02],
       [-6.76457693e-03],
       [ 6.42919210e-01],
       [-1.46506829e-02],
       [-8.19491837e-04],
       [ 8.41470509e-03],
       [ 5.62912506e-01],
       [ 3.22814682e-02],
       [-4.99123001e-02],
       [-3.65458917e-01],
       [ 4.48850953e-01],
       [ 1.77445496e-01],
       [ 5.12769422e-01],
       [ 2.27863836e-01],
       [-3.62516884e-01],
       [-8.45589105e-02],
       [-8.87087997e-02],
       [ 4.34227240e-01],
       [ 1.60019185e-01],
       [ 1.75998979e-01],
       [ 4.35373678e-01],
       [-1.77904475e-01],
       [-6.24949970e-01],
       [-8.67444390e-02],
       [ 1.95895039e-01],
       [ 8.49735022e-03],
       [ 3.69369564e-01],
       [-7.41288764e-02],
       [-1.18440851e-01],
       [-2.05594785e-01],
       [-2.04459683e-01],
       [-5.49778631e-01],
       [ 2.94447749e-01],
       [ 3.97031031e-01],
       [ 3.59644727e-01],
       [ 1.27157467e-01],
       [ 8.41634063e-02],
       [-2.50090649e-01],
       [ 2.50795574e-01],
       [ 1.35947493e-01],
       [-3.84833723e-01],
       [-1.33368446e-03],
       [ 2.52357235e-01],
       [-5.91194948e-02],
       [-9.90728792e-02],
       [-2.88202290e-01],
       [-1.84686080e-02],
       [-1.21969174e-01],
       [-4.53908313e-02],
       [ 1.62194805e-02],
       [-3.23304443e-02],
       [-2.53642771e-01],
       [ 6.64110762e-02],
       [-3.41012489e-01],
       [ 3.48245380e-01],
       [-8.38518184e-02],
       [-3.84315731e-02],
       [-8.26393377e-03],
       [ 2.12685031e-01],
       [ 1.01519646e-01],
       [ 4.23238122e-01],
       [-5.29156427e-01],
       [-2.70636852e-01],
       [-1.74979781e-01],
       [-3.50298435e-01],
       [ 2.62355819e-01],
       [-9.20218925e-02],
       [ 1.59505237e-01],
       [ 3.75118408e-02],
       [-1.17820210e-02],
       [ 3.27933229e-01],
       [ 2.11185768e-01],
       [-2.16710095e-01],
       [ 9.52899399e-02],
       [ 7.00003874e-02],
       [ 1.81695186e-01],
       [ 5.09840657e-02],
       [-8.82647878e-02],
       [-1.45752894e-01],
       [ 1.91539254e-01],
       [-2.60657360e-02],
       [ 3.54691905e-01],
       [-4.34213724e-01],
       [ 2.60480849e-01],
       [-2.00929039e-01],
       [ 3.47121839e-01],
       [-6.38441296e-02],
       [-2.54470904e-01],
       [ 2.17077165e-01],
       [-3.86542429e-01],
       [ 2.52741588e-01],
       [ 1.46840623e-01],
       [-1.53745077e-01],
       [-4.54072063e-02],
       [-1.88230492e-02],
       [ 2.13022925e-01],
       [-9.71448586e-02],
       [ 1.83094135e-03],
       [ 5.07891752e-04],
       [-5.96229607e-03],
       [-1.44943063e-01],
       [ 2.39654328e-01],
       [ 1.84261950e-01],
       [ 2.90086731e-01],
       [ 1.87257753e-01],
       [ 1.17779913e-02],
       [-2.36283091e-01],
       [ 3.14300856e-02],
       [ 1.45132997e-01],
       [ 3.61062250e-01],
       [ 1.29919772e-01],
       [ 3.01121968e-01],
       [ 1.98519517e-01],
       [-1.70798025e-01],
       [ 1.17972849e-01],
       [ 3.97725102e-01],
       [-4.72947132e-01],
       [-3.30956368e-01],
       [-2.75811853e-01],
       [-8.64283113e-02],
       [-2.07007785e-01],
       [-1.39377590e-01],
       [-3.74819759e-03],
       [-2.63403620e-01],
       [ 1.55042838e-01],
       [-3.78348279e-02],
       [-2.84360609e-01],
       [ 6.33930479e-02],
       [-2.59008233e-01],
       [-2.23884891e-01],
       [ 7.92741376e-02],
       [-1.59799437e-02],
       [ 3.08050865e-01],
       [ 2.05715503e-01],
       [ 2.40262654e-01],
       [-5.84966125e-02],
       [-1.75184471e-01],
       [-2.92311800e-01],
       [-1.77508509e-01],
       [-1.37733984e-02],
       [ 1.45698095e-01],
       [-7.31793122e-02],
       [ 1.59010029e-01],
       [-5.46126011e-02],
       [ 2.38943537e-01],
       [ 3.65684537e-01],
       [-9.18161136e-02],
       [ 2.13521261e-01],
       [-1.74796138e-02],
       [ 1.49313724e-02],
       [-1.90361272e-01],
       [ 9.14131820e-02],
       [ 5.18465176e-02],
       [ 5.20415932e-01],
       [ 1.27729429e-01],
       [-1.16201803e-01],
       [ 3.86799386e-01],
       [-2.13693874e-01],
       [-4.72402442e-04],
       [-1.84945853e-01],
       [ 5.92766262e-01],
       [ 9.52803472e-02],
       [-6.22283724e-02],
       [ 1.77415016e-01],
       [-3.44186035e-01],
       [-2.27416151e-01],
       [-4.65020790e-02],
       [ 1.21069490e-01],
       [-1.24879093e-01],
       [-1.77009805e-01],
       [-1.35426223e-02],
       [-7.46684029e-02],
       [ 5.24177813e-01],
       [-5.23317932e-01],
       [-1.00383046e-01],
       [ 1.27333023e-01],
       [-1.41996588e-01],
       [-1.61039071e-01],
       [-4.10095687e-02],
       [ 8.55342795e-02],
       [ 5.40847389e-01],
       [ 4.98437474e-02],
       [ 4.41657293e-02],
       [ 9.29277928e-02],
       [ 8.09657504e-02],
       [-8.93653864e-02],
       [-9.05335676e-02],
       [-2.10573607e-01],
       [-1.78405330e-02],
       [ 3.67242905e-03],
       [-4.23027621e-02],
       [-2.29214722e-02],
       [ 4.00561286e-01],
       [ 1.44225581e-01],
       [ 4.91974525e-03],
       [ 2.43016762e-01],
       [ 7.66790760e-02],
       [-3.92306087e-03],
       [ 2.91028243e-01],
       [-2.72092660e-01],
       [ 1.06404414e-01],
       [ 7.04161003e-02],
       [-9.61621021e-02],
       [ 7.33587544e-02],
       [ 1.48785235e-01],
       [-1.12685837e-02],
       [ 1.39459382e-01],
       [-1.73895726e-01],
       [-9.31870823e-02],
       [ 1.36300757e-01],
       [-1.78181704e-01],
       [-4.07290451e-02],
       [ 9.71591516e-02],
       [-6.92115483e-02],
       [-2.99855078e-01],
       [-5.73285632e-02],
       [-3.63767026e-02],
       [-5.70657200e-01],
       [-1.71243580e-01],
       [ 6.36076586e-02],
       [-4.30309134e-01],
       [-5.68783466e-01],
       [ 3.51374412e-04],
       [ 5.83457761e-02],
       [-7.57274842e-02],
       [ 2.29037730e-01],
       [-8.18326702e-04],
       [-6.61741210e-02],
       [ 1.00317458e-02],
       [ 1.69711517e-01],
       [-3.24410493e-01],
       [ 1.30729773e-01],
       [ 6.64987683e-01],
       [ 5.87885880e-02],
       [ 1.83055612e-01],
       [-1.47624513e-01],
       [ 3.42174204e-04],
       [ 1.69157665e-02],
       [ 9.19119006e-02],
       [ 2.41505388e-02],
       [-3.11920363e-02],
       [-6.82220318e-02],
       [ 5.07654500e-01],
       [-1.90962686e-01],
       [ 4.65308896e-03],
       [ 5.19598781e-02],
       [-1.53051244e-01],
       [-4.59863355e-01],
       [-2.46717568e-01],
       [-4.07575671e-01],
       [ 3.54156853e-01],
       [-1.56033549e-03],
       [-1.32516040e-01],
       [ 2.92882744e-02],
       [-5.18746257e-01],
       [ 9.68478025e-03],
       [-2.85952315e-02],
       [ 1.54968018e-02],
       [-4.97327208e-01],
       [-2.37738434e-03],
       [-2.70667036e-02],
       [ 9.41076821e-02],
       [-1.58594123e-01],
       [ 7.11213567e-03],
       [-2.13983518e-02],
       [-3.41034567e-02],
       [-1.62753462e-03],
       [ 4.06205774e-02],
       [ 7.23705272e-03],
       [ 1.79150760e-01],
       [ 9.65256788e-02],
       [ 6.40231880e-01],
       [-1.43393399e-02],
       [ 1.87974659e-01],
       [-3.88486537e-02],
       [-1.16214941e-01],
       [ 3.51620467e-01],
       [ 1.08863142e-01],
       [-5.13863802e-01],
       [-4.91735430e-01],
       [-9.29890788e-02],
       [-1.16424560e-01],
       [-3.27517541e-02],
       [ 2.52797769e-02],
       [-8.61571313e-02],
       [-1.03970869e-01],
       [-1.01864491e-01],
       [-3.29744268e-01],
       [ 1.16514932e-01],
       [-3.52285285e-03],
       [ 1.15210963e-01],
       [ 7.18852132e-02],
       [ 2.03909270e-01],
       [ 5.13726348e-01],
       [-5.50306035e-03],
       [ 6.95082824e-02],
       [-4.02244403e-01],
       [ 3.31686979e-02],
       [-2.84970445e-02],
       [-8.23044330e-02],
       [ 6.51915179e-03],
       [-5.42083492e-02],
       [-3.26657949e-02],
       [-2.25212772e-01],
       [ 8.68587655e-02],
       [-1.26403327e-01],
       [-4.54062484e-03],
       [-9.43298336e-03],
       [ 2.38131861e-01],
       [-1.09786574e-01],
       [ 2.12963803e-02],
       [ 1.69707003e-01],
       [-1.08198372e-01],
       [ 4.56213078e-02],
       [ 2.78634534e-01],
       [-9.41264601e-02],
       [ 8.79746751e-02],
       [-5.91011789e-03],
       [ 2.74867490e-01],
       [ 3.51794416e-01]])>","<Parameter: name=identity, dtype=float64, shape=[1000, 1], fn=""identity"", numpy=
array([[-8.29824020e-01],
       [ 5.32730603e-01],
       [ 7.53465127e-02],
       [ 1.18710634e+00],
       [-2.46167284e-01],
       [-1.37022696e-01],
       [ 6.65617542e-01],
       [-7.39842473e-02],
       [ 5.37807967e-01],
       [-8.52754140e-01],
       [-2.02733285e-01],
       [-4.84605701e-01],
       [-2.57139570e-01],
       [-1.45209494e-01],
       [ 5.61445393e-01],
       [ 3.53213535e-01],
       [ 2.35809197e-01],
       [-2.72859803e-01],
       [ 5.65830819e-02],
       [ 2.75776440e-01],
       [ 2.55853415e-01],
       [ 5.20923927e-01],
       [ 1.93351292e-01],
       [-2.16396367e-01],
       [-3.06187098e-01],
       [-1.77089168e-01],
       [-3.45417760e-01],
       [-1.67458952e-01],
       [ 4.28785069e-01],
       [ 6.21688219e-01],
       [ 1.85539659e-01],
       [-2.53145482e-01],
       [-5.42512623e-01],
       [-9.74584525e-01],
       [ 3.53466772e-01],
       [ 3.77156029e-01],
       [ 3.03691386e-01],
       [ 1.14176862e-01],
       [ 3.11001799e-01],
       [-1.60753963e-01],
       [-2.06614801e-01],
       [-2.93083060e-01],
       [ 5.50088417e-01],
       [ 4.54651289e-03],
       [ 5.41845915e-01],
       [-1.81151313e-03],
       [ 4.72237038e-02],
       [ 3.60397240e-01],
       [-4.03609489e-01],
       [ 2.79717617e-02],
       [-8.27585035e-01],
       [-9.40923585e-01],
       [-4.75989974e-01],
       [-4.46798842e-01],
       [-5.75747032e-01],
       [-1.29994121e-01],
       [ 1.92652507e-01],
       [-2.83005931e-01],
       [ 4.18292408e-01],
       [ 1.50850803e-01],
       [-8.35317951e-02],
       [ 2.76371389e-01],
       [-5.37302026e-01],
       [-4.94002547e-01],
       [ 8.55637198e-02],
       [-5.42574925e-02],
       [ 4.80474656e-01],
       [-3.11686693e-01],
       [ 3.91947676e-01],
       [-7.42810592e-02],
       [ 1.35843267e-01],
       [ 2.87826979e-01],
       [-4.38744084e-01],
       [-3.45985195e-01],
       [-3.31950357e-02],
       [-4.09425615e-01],
       [-3.03572571e-01],
       [ 4.03755677e-01],
       [-1.67543465e-02],
       [ 2.13396927e-01],
       [-3.32805205e-02],
       [-3.49164150e-01],
       [ 3.94580769e-01],
       [ 3.12859128e-02],
       [-9.21013061e-01],
       [-2.33832651e-01],
       [-2.82041508e-01],
       [ 9.96263456e-01],
       [ 2.19761804e-01],
       [-2.96409266e-01],
       [-1.42770988e-01],
       [-5.84442272e-02],
       [ 3.22673696e-01],
       [-7.97839043e-02],
       [ 7.34577499e-01],
       [ 1.56026665e-01],
       [-6.47301233e-01],
       [ 2.39723857e-01],
       [ 1.91695514e-01],
       [ 5.32507414e-01],
       [-4.92009779e-01],
       [-5.07459001e-01],
       [ 5.60629510e-01],
       [ 1.14015301e+00],
       [ 6.43299118e-01],
       [ 8.58026465e-01],
       [-1.19754459e-01],
       [-6.74198752e-01],
       [-6.48424836e-02],
       [ 2.39612354e-01],
       [-2.69513704e-01],
       [-3.21503120e-01],
       [ 6.78428684e-01],
       [-4.37028259e-03],
       [ 3.94000220e-01],
       [-5.69460782e-02],
       [-2.54129177e-02],
       [ 3.24830184e-01],
       [ 1.18035219e-02],
       [ 5.01655783e-01],
       [ 1.82161114e-01],
       [-7.77320127e-01],
       [ 1.82693971e-01],
       [ 5.31051157e-02],
       [-8.93755563e-01],
       [ 5.91392873e-02],
       [-3.88590513e-01],
       [ 1.34552333e-01],
       [-3.39998830e-01],
       [ 4.44996917e-01],
       [ 3.98365759e-01],
       [ 5.01652171e-01],
       [-4.32796292e-01],
       [ 3.83710588e-01],
       [-6.74069657e-01],
       [-5.69162064e-01],
       [ 1.50656455e-01],
       [-1.65497484e-01],
       [-6.58951237e-01],
       [-4.55364495e-01],
       [ 2.61152383e-01],
       [ 1.81168809e-01],
       [ 3.19991528e-01],
       [-5.22973839e-01],
       [-1.72608934e-02],
       [-1.37411238e-01],
       [ 8.93616003e-01],
       [-4.44758877e-01],
       [ 4.17217724e-01],
       [ 3.57813545e-02],
       [-5.70762325e-01],
       [ 9.56026729e-02],
       [-9.58062583e-01],
       [-7.71112115e-02],
       [ 3.13567651e-01],
       [-4.93376972e-01],
       [ 2.11864084e-01],
       [ 3.00831784e-02],
       [-4.65048376e-01],
       [ 4.80188485e-02],
       [-1.57345680e-02],
       [ 1.21622022e-01],
       [-2.70702579e-01],
       [-7.26028923e-01],
       [-1.60811592e-01],
       [-3.88613335e-01],
       [-7.00394396e-01],
       [-6.64535353e-03],
       [-7.40786392e-02],
       [ 2.01547546e-01],
       [ 7.91392688e-02],
       [-4.52578775e-01],
       [ 1.49095635e-01],
       [ 3.39288201e-01],
       [-1.39649671e-01],
       [-3.18610337e-01],
       [-3.56121747e-01],
       [-2.76339499e-01],
       [ 8.63793736e-01],
       [-6.24831253e-01],
       [ 3.26218315e-01],
       [-5.13954960e-02],
       [ 2.09474815e-02],
       [-9.88442320e-01],
       [ 2.34124591e-02],
       [-4.30001875e-01],
       [-2.94417836e-01],
       [-6.23560726e-01],
       [-9.51912036e-02],
       [ 9.35022296e-02],
       [ 4.41828442e-01],
       [ 5.08238711e-01],
       [-5.75199643e-01],
       [-8.42222483e-01],
       [ 2.34449444e-01],
       [ 1.59134214e-01],
       [-2.59009796e-01],
       [ 5.65406692e-01],
       [ 4.50023999e-01],
       [-1.08016566e-01],
       [-4.55254526e-01],
       [-3.97006418e-01],
       [ 2.54266828e-01],
       [-5.67399333e-01],
       [-7.30810898e-01],
       [-8.89160650e-02],
       [-4.10452492e-01],
       [ 9.48539541e-02],
       [ 1.35097293e-02],
       [ 7.88930639e-03],
       [-1.59853660e-01],
       [ 4.28539894e-01],
       [-8.35739445e-01],
       [ 3.02167324e-01],
       [ 5.53232244e-01],
       [ 9.04563748e-02],
       [ 8.85175064e-01],
       [-4.42127303e-01],
       [-6.22430165e-01],
       [-1.37499692e-01],
       [ 3.10953228e-01],
       [ 9.73027273e-03],
       [-1.30945902e-01],
       [ 3.13881664e-01],
       [ 5.96965725e-03],
       [ 1.28189972e-01],
       [-6.73549197e-01],
       [ 5.40027324e-01],
       [ 8.22361503e-01],
       [-2.54945455e-01],
       [-2.66601513e-01],
       [ 5.65580429e-01],
       [ 4.03071946e-01],
       [-2.64469084e-01],
       [-1.41355796e-01],
       [ 1.33584955e-01],
       [-1.59752113e-01],
       [ 2.61619828e-01],
       [-1.18679758e-01],
       [ 5.62187226e-01],
       [ 2.05721050e-01],
       [-5.59947736e-01],
       [-1.04290335e+00],
       [ 7.85940771e-02],
       [-1.76606892e-01],
       [ 5.16810145e-02],
       [-1.76409987e-01],
       [-7.16757509e-01],
       [ 3.39667561e-01],
       [-4.72666830e-01],
       [-3.60095345e-02],
       [ 1.18023079e-01],
       [-6.30072914e-01],
       [ 3.76214407e-02],
       [-1.34704209e-01],
       [ 1.38632198e-01],
       [-4.52691652e-02],
       [-1.21530074e-01],
       [-1.54572878e-01],
       [ 1.56935580e-01],
       [-1.55610121e-01],
       [ 1.78592822e-01],
       [ 2.44594490e-01],
       [-2.00334746e-01],
       [-6.77833909e-01],
       [ 1.20928629e-01],
       [ 4.24973233e-01],
       [-2.63923897e-01],
       [-1.59135825e-01],
       [ 2.14421313e-01],
       [-3.48417525e-01],
       [-7.85056687e-02],
       [ 3.76308252e-02],
       [ 5.75498834e-01],
       [ 2.57838825e-01],
       [ 5.12291286e-02],
       [ 1.04314500e-01],
       [ 2.85822680e-02],
       [ 9.95574498e-02],
       [-7.36468474e-02],
       [ 7.03870126e-02],
       [ 6.29518514e-01],
       [ 6.75657782e-01],
       [-4.04188261e-01],
       [ 4.64086360e-01],
       [-1.90646952e-01],
       [ 5.55161712e-01],
       [ 1.78770840e-01],
       [ 2.82171842e-01],
       [ 2.37168807e-01],
       [-4.99999292e-01],
       [ 1.00514902e+00],
       [ 5.79106014e-01],
       [ 2.21493245e-01],
       [ 8.18428248e-01],
       [ 6.20924696e-01],
       [-1.94305815e-01],
       [ 2.22363955e-01],
       [-6.99173220e-01],
       [ 2.34412492e-02],
       [ 2.86002473e-01],
       [-1.56326486e-01],
       [ 2.61145792e-01],
       [-1.92650921e-01],
       [-2.66716763e-01],
       [ 6.45316104e-01],
       [-2.51971154e-01],
       [-9.87713470e-01],
       [ 7.58989695e-01],
       [ 6.98205392e-01],
       [-1.74904059e-01],
       [ 1.43277960e-02],
       [-2.41138259e-01],
       [-9.14729069e-01],
       [ 6.24577379e-01],
       [-4.88182015e-01],
       [-3.17413366e-01],
       [ 4.33631498e-01],
       [-4.74740628e-01],
       [-1.98142188e-01],
       [ 5.34012477e-01],
       [ 2.29520536e-02],
       [-4.01952339e-01],
       [ 5.80568814e-01],
       [-2.45810614e-01],
       [ 1.99558020e-01],
       [-4.91783761e-01],
       [-5.84139107e-01],
       [ 2.98657313e-01],
       [-7.77815002e-01],
       [ 3.53082745e-01],
       [-2.52758713e-02],
       [-1.33936710e-01],
       [-3.24124834e-01],
       [-2.50825725e-01],
       [-2.61504303e-01],
       [-1.76232679e-01],
       [ 2.47402591e-01],
       [-4.26373468e-01],
       [ 5.38310087e-01],
       [-5.14696716e-01],
       [-2.65287541e-01],
       [-5.74618760e-01],
       [ 1.26696603e-01],
       [ 8.31812925e-01],
       [ 2.72059350e-01],
       [ 6.67685404e-01],
       [-7.78603914e-01],
       [-4.15999926e-02],
       [ 4.60632152e-01],
       [-2.17837933e-01],
       [-7.85303673e-02],
       [-4.13680402e-01],
       [ 2.74845042e-01],
       [-1.44154310e-01],
       [-1.08697876e-01],
       [-2.84756574e-01],
       [ 4.66148875e-01],
       [ 9.25574482e-04],
       [-2.01968872e-01],
       [-9.51039203e-02],
       [ 6.39696904e-02],
       [-3.77768301e-01],
       [ 7.34402138e-01],
       [-4.24039052e-01],
       [-6.07117171e-01],
       [-1.72726014e-02],
       [ 2.47642707e-01],
       [-2.66236720e-01],
       [-4.63109022e-01],
       [-8.82068606e-01],
       [ 4.01933720e-01],
       [ 1.32324149e-01],
       [ 2.77343880e-01],
       [-1.77456977e-01],
       [ 2.74811259e-01],
       [-4.27328671e-02],
       [ 2.80609247e-01],
       [-5.40900696e-01],
       [ 4.40131416e-01],
       [ 2.96550311e-01],
       [-2.72245619e-02],
       [ 1.48072979e-01],
       [ 3.82598256e-02],
       [ 3.93196042e-01],
       [-6.46851454e-02],
       [-4.50263272e-01],
       [ 1.65122948e-01],
       [-1.42269238e-01],
       [-1.01144254e-01],
       [-3.00531379e-01],
       [-7.26004990e-01],
       [-2.01948892e-01],
       [ 5.78056015e-01],
       [-1.32707059e-01],
       [-3.02568778e-01],
       [ 2.00587723e-01],
       [ 4.45930576e-01],
       [-5.31114828e-01],
       [-6.29920653e-01],
       [ 1.74812292e-01],
       [-5.22695700e-01],
       [ 7.70979255e-01],
       [ 1.20919540e-01],
       [ 2.62351793e-01],
       [ 2.83568440e-02],
       [-5.32311557e-01],
       [-6.87536127e-02],
       [ 6.78258057e-02],
       [ 3.78889212e-01],
       [ 5.49716636e-01],
       [-3.04403807e-03],
       [ 2.69845299e-02],
       [ 5.25162253e-01],
       [ 6.04640122e-01],
       [ 1.79439150e-01],
       [ 9.53999133e-02],
       [-4.78847504e-01],
       [ 2.63191185e-01],
       [ 4.69168952e-01],
       [ 1.30387498e-02],
       [ 1.52802695e-01],
       [ 1.64426944e-01],
       [-5.29028989e-01],
       [-2.55452807e-01],
       [ 4.27378417e-01],
       [ 9.34819548e-03],
       [ 8.32152483e-02],
       [-3.60010963e-01],
       [-3.30437678e-02],
       [ 3.30164153e-01],
       [ 1.28299858e-01],
